imdbid,title,id,year,rating
94964,Dead Ringers,4672,1988,2
94862,Child&#39;s Play,4705,1988,3
94625,Akira,2244,1988,1
96465,World Gone Wild,4813,1988,3
93840,Remando al viento [Rowing with the Wind],7423,1988,2
94612,Action Jackson,2663,1988,1
96176,Sticky Fingers,5258,1988,3
96061,Scrooged,4986,1988,3
95270,Hairspray,2462,1988,3
96446,Willow,739,1988,3
95489,"Land Before Time, The",2905,1988,3
96163,Spoorloos,5881,1988,1
96764,"Adventures of Baron Munchausen, The",5595,1988,1
95145,Feds,2653,1988,3
95294,Hellbound: Hellraiser II,5261,1988,1
96320,Twins,572,1988,3
95882,Police Academy 5: Assignment: Miami Beach,580,1988,1
96523,L&#39;etudiante,1647,1988,3
95953,Rain Man,3482,1988,1
94898,Coming to America,256,1988,3
94921,Crossing Delancey,4990,1988,3
96324,Two Moon Junction,4628,1988,3
94631,Alien Nation,2784,1988,1
95593,Married to the Mob,3559,1988,3
96463,Working Girl,1070,1988,3
94608,"Accused, The",2502,1988,3
95705,"Naked Gun: From the Files of Police Squad!, The",1824,1988,1
94668,Appleseed,4374,1988,3
95497,"Last Temptation of Christ, The",5128,1988,2
95687,My Stepmother Is an Alien,4774,1988,3
95444,Killer Klowns from Outer Space,1860,1988,0
92675,Bloodsport,1158,1988,1
95583,Maniac Cop,814,1988,3
330312,Gakk&ocirc; no kaidan G,5179,1988,0
93171,Hell Comes to Frogtown,4815,1988,3
95037,"Distant Voices, Still Lives",2960,1988,3
97493,Heathers,859,1988,3
95742,A Nightmare on Elm Street 4: The Dream Master,6020,1988,3
95925,Pumpkinhead,7099,1988,3
96461,Wong gok ka moon,6746,1988,0
95327,Grave of the Fireflies,5867,1988,0
94824,Caddyshack II,5569,1988,3
96289,Torch Song Trilogy,3075,1988,1
95016,Die Hard,619,1988,3
96283,Tonari no Totoro,259,1988,3
95765,Cinema Paradiso,4998,1988,1
94663,Another Woman,5383,1988,3
96037,Satisfaction,2485,1988,3
94715,Beaches,2493,1988,3
94739,Big Business,2505,1988,3
95631,Midnight Run,2903,1988,2
95159,A Fish Called Wanda,1911,1988,3
95776,Oliver &amp; Company,1210,1988,2
96438,Who Framed Roger Rabbit,136,1988,1
97388,Friday the 13th Part VIII: Jason Takes Manhattan,6675,1989,3
97790,Loverboy,7048,1989,3
97883,Millennium,7438,1989,3
98554,Uncle Buck,159,1989,3
97815,Major League,3808,1989,1
97499,Henry V,2353,1989,3
97165,Dead Poets Society,2361,1989,1
97162,Dead Calm,4606,1989,0
97728,Leningrad Cowboys Go America,4646,1989,0
96928,Bill &amp; Ted&#39;s Excellent Adventure,2463,1989,2
98309,She-Devil,2488,1989,3
98627,Weekend at Bernie&#39;s,1834,1989,1
96754,"Abyss, The",1478,1989,3
98382,Star Trek V: The Final Frontier,1201,1989,1
98519,Troop Beverly Hills,849,1989,3
97937,My Left Foot,7269,1989,3
96874,Back to the Future Part II,150,1989,3
97523,"Honey, I Shrunk the Kids",1603,1989,3
98327,"Seventh Continent, The",3803,1989,3
97731,Let It Ride,1640,1989,2
98105,Police Academy 6: City Under Siege,581,1989,1
97108,"Cook, the Thief, His Wife &amp; Her Lover, The",4597,1989,1
98258,Say Anything...,4270,1989,2
96895,Batman,1023,1989,1
97240,Drugstore Cowboy,3934,1989,2
96787,All Dogs Go to Heaven,2528,1989,3
97366,Fletch Lives,1833,1989,1
98453,Teen Witch,4760,1989,3
98032,Oranges Are Not The Only Fruit,4397,1989,3
97428,Ghostbusters II,1540,1989,2
97239,Driving Miss Daisy,7255,1989,3
97351,Field of Dreams,7268,1989,2
97216,Do the Right Thing,6594,1989,2
96969,Born on the Fourth of July,5574,1989,3
98384,Steel Magnolias,924,1989,3
97858,Meet The Feebles,4175,1989,3
98536,Turner &amp; Hooch,5277,1989,1
98300,Shag,4268,1989,3
96734,"&#39;Burbs, The",2074,1989,1
98189,Resan till Melonia,336,1989,1
97336,Fat Man and Little Boy,734,1989,1
98319,Shirley Valentine,1103,1989,3
84548,Przesluchanie,1463,1989,3
98546,UHF,4036,1989,1
103959,Chopper Chicks in Zombietown,5534,1989,3
97123,Crimes and Misdemeanors,2619,1989,3
97441,Glory,6975,1989,0
97981,A Nightmare on Elm Street 5: The Dream Child,6024,1989,3
97444,Godzilla vs. Biollante,7213,1989,3
97733,Lethal Weapon 2,7222,1989,3
98635,When Harry Met Sally,181,1989,3
97940,Mystery Train,591,1989,1
97235,"Dream Team, The",4579,1989,0
98724,"Sex, Lies, and Videotape",2065,1989,2
97757,"Little Mermaid, The",666,1989,3
97737,Leviathan,3932,1989,3
97576,Indiana Jones and the Last Crusade,1049,1989,0
97814,Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service),700,1989,3
97742,Licence to Kill,4364,1989,2
97423,"Get Smart, Again!",1847,1989,3
100934,Wild Orchid,1499,1989,3
98206,Road House,511,1989,1
142233,Dragon Ball Z: The Movie - The Tree of Might,5908,1990,1
99012,Alice,6081,1990,3
100924,Where the Heart Is,5776,1990,3
99348,Dances with Wolves,7626,1990,1
99088,Back to the Future Part III,151,1990,1
99165,"Bonfire of the Vanities, The",2313,1990,2
100911,"Welcome Home, Roxy Carmichael",5614,1990,3
100758,Teenage Mutant Ninja Turtles,5284,1990,2
99819,I love you to death,4574,1990,3
100530,"Russia House, The",3524,1990,0
99487,Edward Scissorhands,2442,1990,3
100234,Close-Up,3561,1990,1
100046,"Long Walk Home, The",4034,1990,3
99864,It,454,1990,1
100935,Wild at Heart,2577,1990,2
99818,I Hired a Contract Killer,4080,1990,0
99423,Die Hard 2,2963,1990,3
99321,Criminal Justice,6289,1990,3
100557,"Nasty Girl (Das schreckliche M&auml;dchen), The",6656,1990,3
99938,Kindergarten Cop,6542,1990,3
100263,Nikita,869,1990,3
100691,Stella,5581,1990,2
99040,An Angel at My Table,2296,1990,3
100395,Postcards from the Edge,533,1990,3
99731,"Handmaid&#39;s Tale, The",926,1990,3
99776,Europa Europa,5347,1990,2
99653,Ghost,1130,1990,3
100024,Life Is Sweet,796,1990,3
99685,Goodfellas,2211,1990,3
99005,Air America,4807,1990,0
100802,Total Recall,118,1990,1
100054,Lord of the Flies,5556,1990,0
99329,Cry-Baby,6562,1990,3
99810,"Hunt for Red October, The",3000,1990,1
100502,RoboCop 2,5237,1990,1
196378,Bimbos B.C.,2379,1990,3
99871,Jacob&#39;s Ladder,5688,1990,1
100332,Paris is Burning,1441,1990,3
100405,Pretty Woman,2156,1990,3
99733,Happily Ever After,3247,1990,3
100150,Miller&#39;s Crossing,4750,1990,0
99582,Flatliners,2942,1990,3
99365,Darkman,2242,1990,0
142245,Dragon Ball Z: Bardock - The Father of Goku,7426,1990,0
100404,Presumed Innocent,5777,1990,1
100519,Rosencrantz &amp; Guildenstern Are Dead,7659,1990,1
100928,White Hunter Black Heart,1935,1990,1
102993,Strangers in Good Company,4174,1990,3
100944,"Witches, The",209,1990,3
97106,A Tale of Springtime,5301,1990,3
100814,Tremors,1663,1990,3
98532,"Match Factory Girl, The",5333,1990,3
100990,"I, the Worst of All",1728,1990,3
98147,Qin yong,3566,1990,3
98897,Portrait of a Marriage,5399,1990,3
99892,Joe Versus the Volcano,2820,1990,2
99253,Child&#39;s Play 2,4706,1990,3
105643,Troll 2,4719,1990,3
99785,Home Alone,432,1990,2
99817,Dark Angel (I Come in Peace),3662,1990,0
100140,Mermaids,443,1990,3
100157,Misery,459,1990,1
100151,Mindwalk,1173,1990,3
100403,Predator 2,5182,1990,2
359610,A Little Night Music,3721,1990,3
99422,Dick Tracy,5833,1991,1
102494,My Own Private Idaho,7650,1991,1
102817,Rubin and Ed,3036,1991,0
101507,Boyz n the Hood,5638,1991,2
101640,Raise the Red Lantern,1297,1991,3
101318,"Lovers on the Bridge, The",5332,1991,1
103074,Thelma &amp; Louise,266,1991,3
101898,Flirting,1346,1991,2
104057,Daughters of the Dust,2455,1991,3
101272,"Addams Family, The",3595,1991,3
102536,Night on Earth,2846,1991,3
101745,Doc Hollywood,1089,1991,1
102803,"Rocketeer, The",3987,1991,1
104981,Neon City,4358,1991,3
102943,Slacker,1846,1991,3
102609,Other People's Money,467,1991,3
102522,Nekromantik 2,6335,1991,1
1125254,Dragon Ball Z: Cooler&#39;s Revenge,6089,1991,0
101991,Hachi-gatsu no rapusodi,7172,1991,3
100491,Riff-Raff,7609,1991,0
102798,Robin Hood: Prince of Thieves,1579,1991,3
101757,Don&#39;t Tell Mom the Babysitter&#39;s Dead,2637,1991,3
101414,Beauty and the Beast,183,1991,3
102103,Impromptu,913,1991,3
102303,Life Stinks,4577,1991,0
103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,2740,1991,3
103112,Toy Soldiers,1697,1991,0
99851,Into The Woods,4241,1991,3
101701,Delirious,2785,1991,1
102070,Hudson Hawk,3544,1991,3
102587,Omohide poro poro,308,1991,3
102250,L.A. Story,4666,1991,3
103030,Tacones Lejanos,710,1991,3
101329,An American Tail: Fievel Goes West,2491,1991,3
104922,Motorama,2857,1991,1
102510,"Naked Gun 2 1/2: The Smell of Fear, The",1825,1991,1
101627,Critters 3,2913,1991,3
101587,City Slickers,7365,1991,3
102951,Soapdish,6371,1991,3
102797,Robin Hood,7146,1991,1
105121,"People Under the Stairs, The",7163,1991,3
102138,JFK,7200,1991,3
98063,Paprika,7235,1991,3
101891,"Five Heartbeats, The",5814,1991,1
101912,Frankie and Johnny,7632,1991,1
101410,Barton Fink,2315,1991,1
102492,My Girl,5265,1991,3
102573,"Object of Beauty, The",3058,1991,3
107875,"Princess and the Goblin, The",4973,1991,3
102436,&#39;Merci la vie&#39;,2408,1991,3
102059,Hot Shots!,3563,1991,1
101889,"Fisher King, The",1405,1991,3
102975,Star Trek VI: The Undiscovered Country,3592,1991,2
101597,Closet Land,1429,1991,0
101452,Bill &amp; Ted&#39;s Bogus Journey,3251,1991,1
101921,Fried Green Tomatoes,767,1991,3
103247,White Fang,1125,1991,1
100009,Lethal Games,5133,1991,3
103241,What About Bob?,3292,1991,2
102829,Salmonberries,2216,1991,3
103064,Terminator 2: Judgement Day,847,1991,3
102685,Point Break,512,1991,0
101917,Freddy&#39;s Dead: The Final Nightmare,6028,1991,2
102603,Oscar,7655,1991,2
102898,Shakes the Clown,879,1991,3
102370,Madonna: Truth or Dare,5260,1991,3
101465,Black Robe,2326,1991,1
102313,"Linguini Incident, The",5639,1991,3
101698,Defending Your Life,4631,1991,3
102057,Hook,1033,1991,2
102266,"Last Boy Scout, The",4290,1991,3
101829,Europa,4736,1991,0
102926,"Silence of the Lambs, The",32,1991,3
101765,"Double Life of Veronique, The",2180,1991,3
105695,Unforgiven,7006,1992,3
104691,"Last of the Mohicans, The",7031,1992,2
142237,Dragon Ball Z: The Return of Cooler,6090,1992,0
104684,Hard Boiled,7245,1992,0
1517470,Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,5593,1992,0
105107,Passion Fish,2349,1992,3
103772,Basic Instinct,4940,1992,1
104036,"Crying Game, The",3141,1992,2
105414,Single White Female,2504,1992,3
104940,"Muppet Christmas Carol, The",1101,1992,1
105236,Reservoir Dogs,18,1992,0
105793,Wayne&#39;s World,4731,1992,1
105151,"Player, The",3636,1992,3
104348,Glengarry Glen Ross,450,1992,0
103639,Aladdin,98,1992,0
104815,El Mariachi,1886,1992,0
104670,Ladybugs,4837,1992,3
105415,Singles,6317,1992,2
105265,A River Runs Through It,6123,1992,2
104298,Freddie as F.R.O.7.,7601,1992,1
104990,Newsies,2628,1992,1
106308,Army of Darkness,1276,1992,2
105435,Sneakers,5654,1992,1
103874,Dracula,4947,1992,3
104237,Damage,4952,1992,3
104321,Gas Food Lodging,1345,1992,3
103919,Candyman,5005,1992,3
103644,Alien 3,296,1992,0
100963,King of Beggars,3556,1992,2
104697,Leaving Normal,2466,1992,3
101811,Enchanted April,2128,1992,3
105682,Un Coeur en Hiver,5425,1992,3
103893,Buffy the Vampire Slayer,748,1992,3
104868,"Mighty Ducks, The",1126,1992,1
105477,Stop! Or My Mom Will Shoot,4779,1992,2
104070,Death Becomes Her,1869,1992,3
107756,Orlando,1877,1992,2
104409,Hellraiser III: Hell on Earth,6397,1992,3
105459,Split Second,7179,1992,0
105616,Tom and Jerry: The Movie,7191,1992,3
105859,Dragon Inn,6862,1992,3
104452,HouseSitter,7640,1992,1
104692,"Lawnmower Man, The",5241,1992,1
104652,Porco Rosso (Kurenai no Buta),3414,1992,1
105323,Scent of a Woman,3787,1992,1
104694,A League of Their Own,560,1992,3
103859,Boomerang,5318,1992,3
105417,Sister Act,1352,1992,3
104412,Hero,4999,1992,1
105665,Twin Peaks: Fire Walk With Me,2432,1992,3
105316,Sarafina!,2457,1992,3
103767,Baraka,3937,1992,0
105577,This is My Life,2506,1992,3
105629,Toys,1836,1992,3
104797,Malcolm X,4391,1992,3
104431,Home Alone 2: Lost in New York,433,1992,1
103939,Chaplin,4782,1992,1
103850,Bob Roberts,818,1992,1
104040,"Cutting Edge, The",4839,1992,3
105130,Peter&#39;s Friends,6702,1992,3
103873,Dead Alive,4141,1992,3
104466,Husbands and Wives,4903,1992,3
105481,Straight Talk,2709,1992,3
104454,Howards End,2415,1992,3
103776,Batman Returns,1025,1992,0
104254,FernGully: The Last Rainforest,1157,1992,3
104257,A Few Good Men,451,1992,1
105851,Full Contact,1867,1992,1
103812,"Bikini Carwash Company, The",5533,1992,3
104952,My Cousin Vinny,1895,1992,1
103994,Como agua para chocolate,4838,1992,3
108399,True Romance,6349,1993,1
106918,"Firm, The",6474,1993,3
107211,Indecent Proposal,7642,1993,0
108451,Untamed Heart,3396,1993,3
107943,"Remains of the Day, The",3761,1993,1
106453,Body of Evidence,5243,1993,3
108432,Umi ga kikoeru,558,1993,3
104246,Fei hu wai zhuan,1637,1993,2
106689,Death Train,1666,1993,3
108122,Short Cuts,5316,1993,3
107091,Heart and Souls,3123,1993,2
107212,Indian Summer,5065,1993,3
108265,Swing Kids,727,1993,1
106834,Even Cowgirls Get The Blues,1790,1993,3
107745,Once Upon a Forest,2492,1993,3
108442,Undercover Blues,1097,1993,1
108255,Super Mario Bros.,4422,1993,3
106417,Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n R (Sailor Moon R the Movie: The Promise of the Rose),3330,1993,3
106400,"Beverly Hillbillies, The",3704,1993,3
106677,Dazed and Confused,861,1993,3
107818,Philadelphia,5919,1993,2
106303,Arctic Blue,7055,1993,1
108162,Sliver,6076,1993,3
107978,RoboCop 3,5238,1993,3
107007,Gettysburg,4917,1993,0
108394,Three Colors: Blue,984,1993,3
108147,Sister Act 2: Back in the Habit,1353,1993,3
106408,Bhaji on the Beach,5725,1993,3
115819,Cannibal! The Musical,3921,1993,0
311648,Pieces of April,3176,1993,3
108358,Tombstone,3180,1993,3
107977,Robin Hood: Men in Tights,1067,1993,3
107214,Indien,4337,1993,0
108071,"Secret Garden, The",1434,1993,3
107131,Homeward Bound: The Incredible Journey,1088,1993,1
108388,"Trial, The",2182,1993,1
108052,Schindler&#39;s List,1497,1993,3
107290,Jurassic Park,109,1993,3
107065,Gypsy,3715,1993,3
107048,Groundhog Day,114,1993,2
108000,Ruby in Paradise,852,1993,3
107492,"Making of &#39;...And God Spoke&#39;, The",7418,1993,1
107529,Matinee,6844,1993,1
108550,What&#39;s Eating Gilbert Grape,6492,1993,3
107144,Hot Shots! Part Deux,6173,1993,3
170817,&quot;The X-Files&quot; Pilot,7260,1993,3
106449,Body Bags,7272,1993,1
106332,Farewell My Concubine,6215,1993,0
107969,Rising Sun,5580,1993,1
112389,"Princess and the Cobbler, The",1940,1993,0
106611,Cool Runnings,1602,1993,1
108160,Sleepless in Seattle,556,1993,2
106469,"Blood In, Blood Out",5665,1993,0
106598,Coneheads,4636,1993,3
106770,Dragon: The Bruce Lee Story,5083,1993,3
107426,Little Buddha,2892,1993,1
106673,Dave,1133,1993,3
107688,"Nightmare Before Christmas, The",2543,1993,1
106873,Fatal Instinct,1856,1993,3
106977,"Fugitive, The",2916,1993,2
107507,Manhattan Murder Mystery,810,1993,3
107822,"Piano, The",2230,1993,3
106452,Body Snatchers,5521,1993,3
107156,"Wedding Banquet, The",1195,1993,3
106697,Demolition Man,117,1993,0
106582,Cliffhanger,3369,1993,1
107315,Kika,7699,1993,3
107207,In the Name of the Father,7514,1993,2
108551,What&#39;s Love Got to Do with It,7526,1993,3
142247,Dragon Ball Z: The History of Trunks,7209,1993,1
107808,A perfect world,7611,1993,1
106387,Benny &amp; Joon,7619,1993,1
107798,"Pelican Brief, The",7277,1993,3
107206,In the Line of Fire,7667,1993,1
105619,"Heroic Trio, The",3405,1993,3
106364,Batman: Mask of the Phantasm,4877,1993,0
107843,Point of No Return/The Assassin,543,1993,3
108037,"Sandlot, The",899,1993,0
107099,Heidi,5285,1993,3
108310,Telling Secrets,4555,1993,3
107120,Hocus Pocus,587,1993,3
106341,Bad Boy Bubby,950,1993,1
107282,"Joy Luck Club, The",3088,1993,3
106226,"Age of Innocence, The",3097,1993,3
107653,Naked,3550,1993,3
108188,Sonatine,2847,1993,0
106220,Adams Family Values,1436,1993,3
107614,Mrs. Doubtfire,436,1993,3
106471,Boxing Helena,1517,1993,1
108624,"Evil Cult, The",3692,1993,3
108065,Searching for Bobby Fischer,3336,1993,0
110958,See How They Fall,6154,1994,1
111001,"Road to Wellville, The",4112,1994,3
111549,Uncovered,4869,1994,3
109686,Dumb &amp; Dumber,890,1994,2
111470,Trading Mom,3044,1994,3
111438,Timecop,574,1994,1
110308,"Last Seduction, The",3104,1994,1
111205,Sister My Sister,4602,1994,3
111280,Star Trek Generations,4618,1994,3
109770,"Fantastic Four, The",3162,1994,1
109813,"Flintstones, The",5738,1994,3
111797,Eat Drink Man Woman,2121,1994,3
110054,Legend of the Red Dragon / Hong Xi Guan: Zhi Shao Lin wu zu,4326,1994,3
109198,Bad Girls,1786,1994,3
111333,"Swan Princess, The",3973,1994,1
110622,Naked Gun 33 1/3: The Final Insult,1826,1994,2
110524,Getting Any?,3657,1994,0
109254,Beverly Hills Cop III,1850,1994,0
109440,Fear City: A Family-Style Comedy,2972,1994,3
110857,Police Academy: Mission to Moscow,1914,1994,1
113409,In the Mouth of Madness,5206,1994,1
110322,Legends of the Fall,4841,1994,3
109093,Amateur,1571,1994,3
111751,Wrony,5890,1994,3
109279,Black Beauty,6981,1994,3
109520,D2: The Mighty Ducks,7160,1994,1
111127,Serial Mom,6477,1994,3
109579,Death and the Maiden,7211,1994,0
108941,"Stand, The",537,1994,3
111255,"Specialist, The",3788,1994,1
110722,Oleanna,3431,1994,0
110367,Little Women,960,1994,3
110008,Heisei tanuki gassen pompoko,261,1994,1
109275,Birds 2: Land&#39;s End,4645,1994,3
110413,"Professional, The",1755,1994,3
111070,"Santa Clause, The",1051,1994,1
109791,Felidae,4717,1994,1
109830,Forrest Gump,776,1994,1
109040,Ace Ventura: Pet Detective,441,1994,2
110169,It&#39;s Pat,4421,1994,3
109849,Frit&auml;nkaren,5189,1994,3
110763,"Pagemaster, The",1208,1994,1
110950,Reality Bites,860,1994,3
111686,New Nightmare,6029,1994,3
109644,Don&#39;t Drink the Water,7295,1994,1
109306,Blue Sky,3004,1994,3
110171,J&#39;ai pas sommeil,3008,1994,3
111507,Three Colors: White,4515,1994,1
109506,"Crow, The",3820,1994,3
110074,"Hudsucker Proxy, The",3062,1994,1
111282,Stargate,959,1994,1
109484,"Corrina, Corrina",3840,1994,3
111800,Wing Chun,3106,1994,2
109144,A.P.E.X.,5334,1994,1
111301,Street Fighter,3522,1994,3
124829,Pat and Margaret,1734,1994,3
110091,I Like It Like That,3179,1994,3
107952,"Return of Jafar, The",1066,1994,0
109913,Go Fish,1788,1994,3
110889,Priest,2852,1994,3
110678,No Escape,3243,1994,0
111143,"Shadow, The",2535,1994,0
111257,Speed,440,1994,3
110521,Mina Tannenbaum,2210,1994,3
110912,Pulp Fiction,91,1994,3
110357,"Lion King, The",100,1994,1
109446,"Client, The",1535,1994,3
109445,Clerks.,488,1994,1
109707,Ed Wood,1920,1994,3
110366,"Little Rascals, The",5909,1994,2
109699,Dias contados,7032,1994,3
109831,Four Weddings and a Funeral,6451,1994,3
110099,I.Q.,7263,1994,0
110167,It Could Happen to You,7643,1994,1
110005,Heavenly Creatures,567,1994,3
109676,Drop Zone,571,1994,2
109327,Brainscan,4920,1994,1
109504,Crooklyn,2350,1994,3
110932,Quiz Show,4954,1994,2
109045,"Adventures of Priscilla, Queen of the Desert, The",3501,1994,3
109068,Airheads,5341,1994,1
109900,Giorgino,3133,1994,3
111161,"Shawshank Redemption, The",339,1994,0
110475,"Mask, The",4697,1994,1
109456,Color of Night,5078,1994,3
111503,True Lies,1098,1994,3
110632,Natural Born Killers,5459,1994,3
109127,Angels in the Outfield,1128,1994,1
110598,Muriel&#39;s Wedding,2209,1994,3
109424,Chungking Express,4056,1994,1
109277,Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n S (Sailor Moon S the Movie: Hearts in Ice),3331,1994,3
110148,Interview with the Vampire,120,1994,1
113083,La flor de mi secreto,7702,1995,3
112851,Desperado,6625,1995,1
113918,Nadie hablara de nosotras cuando hayamos muerto,7073,1995,3
113540,Kids,5771,1995,3
112819,Dead Presidents,5812,1995,3
113071,First Knight,5816,1995,2
112864,Die Hard: With a Vengeance,147,1995,1
112950,Empire Records,163,1995,3
114395,Serving in Silence,3027,1995,3
112508,Billy Madison,184,1995,1
112715,Congo,4902,1995,0
114436,Showgirls,566,1995,3
114508,Species,4169,1995,3
112288,"Addiction, The",2684,1995,3
142243,Dragon Ball Z: Wrath of the Dragon,5655,1995,2
114214,"Quick and the Dead, The",4247,1995,3
112281,Ace Ventura: When Nature Calls,5710,1995,0
112384,Apollo 13,2060,1995,3
112604,Butterfly Kiss,2422,1995,3
113568,K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell),659,1995,0
112462,Batman Forever,1024,1995,1
114924,While You Were Sleeping,1032,1995,3
113670,A little princess,1435,1995,3
112697,Clueless,749,1995,3
114814,"Usual Suspects, The",54,1995,1
112913,Fallen Angels,3298,1995,1
113957,"Net, The",2914,1995,3
113198,A Goofy Movie,1160,1995,2
109370,Canadian Bacon,2573,1995,1
113416,"Incredibly True Adventures of Two Girls in Love, The",2931,1995,3
112642,Casper,106,1995,3
114069,Outbreak,110,1995,3
112130,Pride and Prejudice,1563,1995,3
113189,GoldenEye,6251,1995,3
112922,El dia de la bestia,7388,1995,3
113221,Grim,7566,1995,3
113305,Higher Learning,5823,1995,3
112682,"City of Lost Children, The",5596,1995,3
114011,Now and Then,897,1995,3
112679,Circle of Friends,905,1995,3
114614,Tank Girl,569,1995,3
114148,Pocahontas,207,1995,3
112435,"Baby-Sitters Club, The",3090,1995,3
112701,Cold Comfort Farm,637,1995,3
112571,Boys on the Side,2071,1995,3
112453,Balto,1031,1995,2
112722,Copycat,2100,1995,3
113326,Rumble in the Bronx (Hung fan kui),2835,1995,1
112896,Dracula: Dead and Loving It,5084,1995,3
112471,Before Sunrise,4020,1995,0
113243,Hackers,97,1995,2
113749,Mallrats,489,1995,2
113820,Mighty Morphin Power Rangers: The Movie,3370,1995,3
114852,Village of the Damned,7547,1995,3
114095,Party Girl,6912,1995,3
114898,Waterworld,2303,1995,0
113321,Home for the holidays,4904,1995,3
112651,"Celluloid Closet, The",2690,1995,3
112573,Braveheart,205,1995,2
114319,Sabrina,1643,1995,3
114916,When Night is Falling,947,1995,3
113855,Mortal Kombat,955,1995,1
113347,How to Make an American Quilt,640,1995,3
113824,Mimi wo sumaseba (Whisper of the Heart),287,1995,3
112870,Dilwale Dulhania Le Jayenge,5728,1995,3
112401,Assassins,4640,1995,1
114558,Strange Days,675,1995,3
113725,Maborosi,4678,1995,3
113188,Gold Diggers: The Secret of Bear Mountain,1433,1995,3
114108,"Pebble and the Penguin, The",3267,1995,2
114709,Toy Story,87,1995,1
112513,"Sailor Moon SuperS the Movie, The Ten Senshi Unite, Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream",3332,1995,3
112431,Babe,7364,1995,3
114689,Catnapped! The Movie,7568,1995,3
114057,Othello,6544,1995,2
113972,Nick of Time,7651,1995,3
114671,Land and Freedom,7663,1995,1
113497,Jumanji,3801,1995,3
114323,Safe,2366,1995,3
112857,Devil in a Blue Dress,5317,1995,1
114906,Welcome to the Dollhouse,974,1995,3
112379,Antonia&#39;s Line,982,1995,3
109642,Dolores Claiborne,2394,1995,3
113101,Four rooms,986,1995,3
113247,La Haine,3877,1995,0
114388,Sense and Sensibility,267,1995,3
114117,Persuasion,3142,1995,3
112579,"Bridges of Madison County, The",294,1995,3
113277,Heat,1037,1995,2
115491,Aladdin and the King of Thieves,1065,1995,1
114746,Twelve Monkeys,2864,1995,1
114682,"To Wong Foo, Thanks for Everything! Julie Newmar",2163,1995,3
112792,Dangerous Minds,2882,1995,3
114787,Underground,4749,1995,1
113117,French Kiss,1132,1995,2
114369,Se7en,69,1995,1
112641,Casino,2220,1995,2
112346,"American President, The",3684,1995,3
112040,"Langoliers, The",4791,1995,3
235133,Ringu Kanzenban,5199,1995,1
118015,Un air de famille,7598,1996,3
116250,Evita,7630,1996,3
117381,Primal Fear,7658,1996,1
114720,Tremors II: Aftershocks,7678,1996,0
117737,Stealing Beauty,5883,1996,3
117968,Three Lives and Only One Death,4482,1996,2
116260,Eye for an Eye,4859,1996,3
116477,Hamlet,1233,1996,1
117887,That Thing You Do!,3023,1996,3
116778,Kingpin,3822,1996,1
116418,Girls Town,977,1996,3
116353,Foxfire,981,1996,3
115640,Beautiful Thing,5698,1996,3
116426,"God of Cookery, The",3553,1996,1
117589,Secrets &amp; Lies,1411,1996,3
117603,Set It Off,2154,1996,3
117765,Striptease,1818,1996,3
117718,"Spitfire Grill, The",2885,1996,3
115759,Broken Arrow,431,1996,0
117705,Space Jam,435,1996,1
116442,Grace of my heart,2208,1996,3
115963,"Craft, The",1156,1996,3
116365,"Frighteners, The",3679,1996,3
115133,Charlot og Charlotte,1874,1996,3
115433,101 Dalmatians,1172,1996,3
117876,Tenchi Muy&ocirc;! In Love,5932,1996,3
116378,"Funeral, The",7051,1996,3
117128,Mystery Science Theater 3000: The Movie,6441,1996,1
117420,"Quest, The",525,1996,0
116308,Fire,881,1996,3
116514,Hellraiser: Bloodline,5266,1996,1
118113,Walking and Talking,3059,1996,3
116905,Lone Star,5295,1996,2
115639,Beautiful Girls,3081,1996,3
116908,"Long Kiss Goodnight, The",1340,1996,3
313773,Welcome to the Discworld,5343,1996,0
116996,Mars Attacks!,4621,1996,3
116705,Jingle All the Way,1722,1996,1
116209,"English Patient, The",2449,1996,3
117802,Swingers,5413,1996,2
117008,Matilda,369,1996,3
116287,Fear,4353,1996,3
116493,Harriet the Spy,760,1996,3
116985,Manny &amp; Lo,5125,1996,3
117060,Mission: Impossible,445,1996,1
115798,"Cable Guy, The",449,1996,1
117534,Sabrina the Teenage Witch,4425,1996,3
117509,Romeo + Juliet,4067,1996,3
116767,Kids Return,3703,1996,3
115591,August,3383,1996,3
117038,Michael,6623,1996,3
116213,Eraser,6839,1996,3
116041,"Daytrippers, The",5778,1996,3
118111,Waiting for Guffman,5786,1996,3
118105,Va&#39; dove ti porta il cuore,6169,1996,3
116669,Jack,7644,1996,2
117731,Star Trek: First Contact,3402,1996,3
116421,"Glimmer Man, The",3410,1996,1
117797,Swallowtail Butterfly,3017,1996,3
115736,Bound,182,1996,3
116313,"First Wives Club, The",912,1996,3
115744,Brassed Off,3038,1996,3
117372,"Preacher&#39;s Wife, The",5326,1996,3
115685,"Birdcage, The",4977,1996,2
117571,Scream,649,1996,3
116361,Freeway,1010,1996,3
