id,imdbId,title,release_date,original_language,vote_average,vote_count,budget,revenue,runtime,genres_id,countries_id,companies_id,year,test,binary,directors_id,writers_id
88013,tt0000003,Poor Pierrot,28/00/1892,fr,6.2,16,0,0,4,35 16,FR,,1892,nowomen,FAIL,935707,
34372,tt0132134,"The Execution of Mary, Queen of Scots",28/00/1895,xx,6.4,15,0,0,1,36,US,18758,1895,nowomen,FAIL,1170484,
82120,tt0000014,Tables Turned on the Gardener,27/00/1895,fr,7.0,40,0,0,1,35,FR,11793,1895,nowomen,FAIL,1868,
104462,tt0000131,A Terrible Night,01/00/1896,fr,6.3,12,0,0,1,35 27,FR,45867,1896,nowomen,FAIL,11523,11523
160,tt0000012,The Arrival of a Train at La Ciotat,25/00/1896,fr,6.7,73,0,0,1,99,FR,11793,1896,nowomen,FAIL,1868 1867,
133063,tt0000091,The Haunted Castle,24/00/1896,fr,6.7,27,0,0,3,14 27,FR,45867,1896,nowomen,FAIL,11523,11523
147554,tt0223341,The Cabbage Fairy,31/00/1896,fr,4.7,17,0,0,1,14,FR,1342,1896,nowomen,FAIL,1071403,
104700,tt0000211,The Astronomer's Dream,01/00/1898,fr,6.6,21,0,0,3,14,FR,45867,1898,nowomen,FAIL,11523,
49296,tt0135696,The Four Troublesome Heads,01/00/1898,fr,7.3,15,0,0,1,35 14,FR,7159,1898,nowomen,FAIL,11523,
104702,tt0224240,The Temptation of St. Anthony,01/00/1898,fr,5.3,6,0,0,1,14,FR,45867,1898,nowomen,FAIL,11523,
114108,tt0000230,Cinderella,01/00/1899,fr,5.5,19,0,0,5,14 27 878 10751,FR,7159 37046,1899,pass,PASS,11523,
49295,tt0000246,An Up-to-Date Conjurer,01/00/1899,fr,6.5,11,0,0,1,35,FR,45867,1899,nowomen,FAIL,11523,
144432,tt0000300,The Enchanted Drawing,16/00/1900,en,7.2,10,0,0,2,16 35,US,18758,1900,nowomen,FAIL,1100017,
195626,tt0000306,Le duel d'Hamlet,21/00/1900,fr,6.3,3,0,0,2,18,FR,23795,1900,nowomen,FAIL,1175929,
179235,tt0000313,Let Me Dream Again,01/00/1900,en,6.0,5,0,0,1,10749 35,GB,11483,1900,nowomen,FAIL,1037661,
106814,tt0227438,The Doctor and the Monkey,01/00/1900,fr,6.0,5,0,0,1,35,FR,7159,1900,nowomen,FAIL,11523,
193408,tt0230746,"Searching Ruins on Broadway, Galveston, for Dead Bodies",23/00/1900,en,6.0,1,0,0,1,99,US,15634 18758,1900,nowomen,FAIL,1173774,
105303,tt0257654,Explosion of an Automobile,01/00/1900,xx,5.8,6,0,0,1,27 35,GB,24148,1900,nowomen,FAIL,125992,
195620,tt0291476,Sherlock Holmes Baffled,21/00/1900,en,5.0,7,0,0,1,80 14,US,36412,1900,nowomen,FAIL,1175916,
154171,tt0000272,As Seen Through a Telescope,01/00/1900,en,5.6,5,0,0,1,35,GB,11483,1900,nowomen,FAIL,1037661,
49280,tt0135453,The One-Man Band,01/00/1900,fr,6.3,18,0,0,1,14 28 53,FR,45867,1900,nowomen,FAIL,11523,
179236,tt0000304,Grandma's Reading Glass,01/00/1900,en,6.4,11,0,0,1,18,GB,11483,1900,nowomen,FAIL,1037661,
49279,tt0000359,The Man with the Rubber Head,01/00/1901,fr,7.4,23,0,0,3,878 14 35,FR,45867,1901,nowomen,FAIL,11523,
185219,tt0258104,Dream and Reality,01/00/1901,en,4.5,2,0,0,1,10749,FR,21594,1901,nowomen,FAIL,1079361,
49275,tt0131934,Bluebeard,01/00/1901,fr,6.3,10,0,0,10,18 27 14,FR,7159,1901,nowomen,FAIL,11523,
775,tt0000417,A Trip to the Moon,01/00/1902,fr,7.9,272,5985,0,14,12 14 878,FR,7159,1902,nowomen,FAIL,11523,11523
190669,tt0367177,"The Twentieth Century Tramp; or, Happy Hooligan and His Airship",02/00/1902,en,4.0,1,0,0,1,878,,,1902,nowomen,FAIL,44866,
108292,tt0229024,Gulliver's Travels Among the Lilliputians and the Giants,01/00/1902,fr,5.7,7,0,0,4,14,FR,7159 37046,1902,nowomen,FAIL,11523,
108278,tt0000413,The Treasures of Satan,01/00/1902,fr,4.8,5,0,0,3,27 14,FR,7159 37046,1902,nowomen,FAIL,11523,
44449,tt0223755,The Monster,14/00/1903,fr,6.4,11,0,0,2,14 27,FR,45867,1903,nowomen,FAIL,11523,
5698,tt0000439,The Great Train Robbery,01/00/1903,en,7.1,103,150,0,12,28 12 37,US,18758,1903,nowomen,FAIL,44866,44866 44867
49273,tt0000455,The Melomaniac,15/00/1903,fr,6.2,18,0,0,3,35 10402,FR,7159 37046,1903,nowomen,FAIL,11523,
127097,tt0189498,The Enchanted Well,01/00/1903,fr,5.3,6,0,0,3,,FR,45867,1903,nowomen,FAIL,11523,
16465,tt0135180,The Infernal Caldron,17/00/1903,en,6.5,12,0,0,1,14 27,FR,45867,1903,nowomen,FAIL,11523,
44324,tt0135631,The Untameable Whiskers,05/00/1904,fr,6.0,6,0,0,3,,FR,45867,1904,nowomen,FAIL,11523,
2963,tt0000499,The Impossible Voyage,01/00/1904,fr,7.3,27,7500,0,20,35 14 878 12,FR,7159 37046,1904,nowomen,FAIL,11523,11523 29028
44333,tt0135179,The Living Playing Cards,01/00/1905,fr,6.1,8,0,0,3,14,FR,7159,1905,nowomen,FAIL,11523,
44335,tt0215664,The Cook in Trouble,01/00/1904,fr,5.5,2,0,0,4,35 14,FR,45867,1904,nowomen,FAIL,11523,
44330,tt0135690,The Scheming Gambler's Paradise,01/00/1905,en,5.0,3,0,0,3,,FR,,1905,nowomen,FAIL,11523,
44342,tt0215575,The Black Imp,01/00/1905,fr,6.9,13,0,0,4,14 35,FR,45867,1905,nowomen,FAIL,,
120026,tt1260944,The Consequences of Feminism,01/00/1906,fr,6.5,4,0,0,7,35,FR,1342,1906,nowomen,FAIL,1071403,
20105,tt0000574,The Story of the Kelly Gang,26/00/1906,en,5.5,2,0,0,60,36 28 18 80,AU,74308 74309,1906,notalk,FAIL,85621,
49277,tt0135122,The Hilarious Posters,01/00/1906,en,4.5,2,0,0,3,14 35,FR,7159 37046,1906,nowomen,FAIL,11523,
137757,tt0000567,The Merry Frolics of Satan,01/00/1906,fr,6.6,8,0,0,17,35 14 27,FR,7159,1906,nowomen,FAIL,11523,
49272,tt0216016,The Mysterious Retort,01/00/1906,fr,5.5,2,0,0,3,14,FR,7159,1906,nowomen,FAIL,11523,
196287,tt0449172,A Funny Shave,31/00/1906,en,4.5,2,0,0,2,35,FR,21594,1906,nowomen,FAIL,41616,
134750,tt0000554,Humorous Phases of Funny Faces,05/00/1906,en,5.9,10,0,0,3,35 16,US,15634,1906,nowomen,FAIL,1100017,
49278,tt0215737,The Eclipse: Courtship of the Sun and Moon,01/00/1907,fr,6.2,6,0,0,9,35 14 10749,FR,7159,1907,nowomen,FAIL,11523,
49298,tt0215817,Good Glue Sticks,01/00/1907,fr,4.5,4,0,0,5,35,FR,7159,1907,nowomen,FAIL,11523,
350807,tt1802750,Unusual Cooking,01/00/1908,fr,0.0,0,0,0,3,16 35 14,FR,21594,1908,nowomen,FAIL,41616,
144440,tt0001009,"Princess Nicotine; or, The Smoke Fairy",10/00/1909,en,7.0,7,0,0,5,35 14,US,15634,1909,men,FAIL,1100017,
232957,tt0277596,Le baromètre de la fidélité,04/00/1909,en,0.0,0,0,0,15,,,,1909,notalk,FAIL,1268213,
49271,tt0127948,The Devilish Tenant,01/00/1909,en,6.6,10,0,0,6,14 35,FR,45867,1909,nowomen,FAIL,11523,
49281,tt0486978,The Automatic Moving Company,01/00/1910,xx,6.3,3,0,0,4,35 16,FR,21594,1910,nowomen,FAIL,931794,
113194,tt1515725,A Trip to Mars,18/00/1910,en,7.0,4,0,0,5,14 12,US,18758,1910,nowomen,FAIL,1056719,
193988,tt0232821,Tilly the Tomboy Visits the Poor,16/00/1910,en,0.0,0,0,0,6,35,GB,24148,1910,pass,PASS,1008306,
71266,tt0002101,Cleopatra,13/00/1912,en,4.0,1,0,0,88,18 36,US,83124,1912,men,FAIL,562261,1264306 562261
127271,tt0002281,The Invaders,29/00/1912,en,6.0,1,0,0,41,37,US,36181,1912,nowomen,FAIL,30496 931237,
193833,tt0277865,Max et son âne,04/00/1912,en,5.0,1,0,0,7,,,,1912,nowomen,FAIL,1016035 1090768,
191911,tt0003512,Le Voyage de la famille Bourrichon,07/00/1913,en,4.5,2,0,0,15,,,,1913,nowomen,FAIL,11523 1172420,
105408,tt0003424,Suspense.,06/00/1913,en,7.0,11,0,0,10,80 18 53,US,21844,1913,nowomen,FAIL,116187 1037794,
110803,tt0003973,A Florida Enchantment,10/00/1914,en,4.5,2,0,0,63,35,US,15634,1914,men,FAIL,1050355,1369395 1174234
618,tt0004972,The Birth of a Nation,08/00/1915,en,6.3,91,110000,11000000,190,18 36 10749 10752,US,351,1915,men,FAIL,100036,8814 100036
13707,tt0007507,The Vagabond,10/00/1916,en,6.3,25,0,0,24,35,US,930,1916,nowomen,FAIL,13848,21308 13848
3059,tt0006864,Intolerance,04/00/1916,en,7.5,51,385907,8394751,197,18,US,1307 1308,1916,nowomen,FAIL,100036,11436 8814 1496
265051,tt0279914,Lady Windermere's Fan,01/00/1916,en,0.0,0,0,0,66,35 18,GB,38631,1916,pass,PASS,1310545,
174598,tt0007361,Snow White,24/00/1916,en,4.0,1,0,0,63,,,,1916,pass,PASS,28968,
126925,tt0006745,Gretchen the Greenhorn,03/00/1916,en,5.5,2,0,0,58,,,,1916,pass,PASS,940663 42060,88988
174708,tt0008519,A Romance of the Redwoods,14/00/1917,en,6.0,2,0,0,70,10749 12 35 18,US,4 13400,1917,nowomen,FAIL,8636,8636 148786
174731,tt0008489,"Raffles, the Amateur Cracksman",14/00/1917,en,5.5,2,0,0,64,80 9648,,,1917,men,FAIL,13823,
95866,tt0008443,The Poor Little Rich Girl,05/00/1917,en,4.5,10,0,0,78,10749 35 18 14,US,13400,1917,pass,PASS,98043,
174711,tt0008652,A Tale of Two Cities,10/00/1917,en,4.0,1,0,0,0,,,,1917,pass,PASS,72061,
36822,tt0008499,Rebecca of Sunnybrook Farm,22/00/1917,en,6.0,4,0,0,78,18 35,US,21540,1917,pass,PASS,559559,34741
48263,tt0010281,I Don't Want to Be a Man,01/00/1918,de,6.9,7,0,0,45,35 10749,DE,12950,1918,pass,PASS,2428,42063 2428
70753,tt0009652,Stella Maris,21/00/1918,en,7.6,7,0,0,84,18,US,38097,1918,pass,PASS,559559,34741
53637,tt0008844,Are Crooks Dishonest?,23/00/1918,en,5.6,5,0,0,13,35,,,1918,nowomen,FAIL,148656,
76951,tt0009682,Tarzan of the Apes,27/00/1918,en,4.0,3,0,0,60,28 12,US,41056,1918,pass,PASS,1046101,933357 1037794
72497,tt0010879,When the Clouds Roll By,28/00/1919,en,6.0,2,0,0,85,10749 28 35,US,13399,1919,pass,PASS,9049,9049
899,tt0009968,Broken Blossoms,13/00/1919,en,6.9,34,0,0,90,18 10749,US,60 4759,1919,nowomen,FAIL,100036,100036
108988,tt0011588,Pollyanna,18/00/1920,en,7.0,1,0,0,58,35 18 10751,US,21540,1920,pass,PASS,152222,
77621,tt0011870,Within Our Gates,12/00/1920,en,5.0,10,0,0,79,18 10749,US,72067,1920,pass,PASS,253152,582372 253152
234,tt0010323,The Cabinet of Dr. Caligari,25/00/1920,de,7.7,241,18000,0,78,18 27 53 80,DE,55,1920,nowomen,FAIL,2991,
58129,tt0012364,The Phantom Carriage,01/00/1921,sv,7.7,63,0,0,106,18 14 27,SE,6181,1921,men,FAIL,8741,8741
155953,tt0011979,The Blot,01/00/1921,en,5.0,1,0,0,90,18,US,70274,1921,pass,PASS,1037794,222572 1037794
42511,tt0012532,Orphans of the Storm,28/00/1921,en,6.8,16,0,0,150,18 36,US,4759,1921,pass,PASS,100036,100036
10098,tt0012349,The Kid,21/00/1921,en,7.9,350,250000,2500000,68,35 18,US,1315 3245,1921,nowomen,FAIL,13848,13848
57283,tt0013257,Häxan,18/00/1922,sv,7.5,56,0,0,104,27,DK SE,6181 78552,1922,pass,PASS,89674,89674
175594,tt0013428,Nathan der Weise,28/00/1922,en,0.0,0,0,0,0,,,,1922,men,FAIL,1158072,
669,tt0013427,Nanook of the North,11/00/1922,en,7.3,43,53000,0,79,99,CA,397,1922,notalk,FAIL,10092,10092
28480,tt0013496,Phantom,13/00/1922,de,7.3,6,0,0,125,18 14,DE,2127 6762,1922,men,FAIL,9076,157
171432,tt0013367,The Man from Beyond,01/00/1922,en,0.0,0,0,0,74,,,,1922,notalk,FAIL,1153824,1043380
653,tt0013442,Nosferatu,06/00/1922,de,7.7,332,0,0,94,14 27,DE,1959 1960,1922,men,FAIL,9076,9833
35227,tt0013140,Foolish Wives,11/00/1922,en,6.3,9,1100000,0,117,18,US,13133,1922,pass,PASS,,
5998,tt0013086,"Dr. Mabuse, the Gambler",27/00/1922,de,7.6,31,0,0,270,80 18 9648 53,DE,2127,1922,pass,PASS,68,47086 157 68
25770,tt0012543,The Paleface,01/00/1922,en,6.5,13,0,0,20,37 35,US,12190,1922,nowomen,FAIL,8635 13953,8635
701,tt0014341,Our Hospitality,19/00/1923,en,7.7,42,0,0,73,35 18 10751,US,13913,1923,nowomen,FAIL,10516 8635,10518 10519
41348,tt0014611,Why Worry?,09/00/1923,en,6.0,3,0,0,60,35 12,US,2159,1923,nowomen,FAIL,143385 143561,
175695,tt0014469,The Silent Command,18/00/1923,en,5.0,1,0,0,0,18,US,5488,1923,men,FAIL,592830,1368683
22596,tt0014429,Safety Last!,01/00/1923,en,7.7,69,0,0,70,35 10749,US,2159,1923,nowomen,FAIL,143385 143561,10518 88953
49452,tt0013626,The Smiling Madame Beudet,09/00/1923,en,6.1,11,0,0,38,18,FR,,1923,pass,PASS,997694,
176272,tt0013845,Au secours!,17/00/1924,fr,7.3,3,0,0,18,35 27,FR,9005 41913,1924,nowomen,FAIL,29720,29720 1016035
992,tt0015324,"Sherlock, Jr.",21/00/1924,en,8.1,114,0,0,49,14 18 35 9648,US,70279,1924,nowomen,FAIL,8635,10517
31506,tt0015175,Die Nibelungen: Siegfried,13/00/1924,de,7.8,17,0,0,140,12 18 14,DE,,1924,men,FAIL,68,157
28963,tt0015400,The Thief of Bagdad,18/00/1924,en,7.5,33,2000000,0,149,28 12 18 10751 14,US,13399,1924,nowomen,FAIL,8823,144300 587949
84880,tt1764657,The Great White Silence,10/00/1924,en,6.4,8,0,0,108,99,GB,7281 8449,1924,nowomen,FAIL,931420,
32318,tt0015163,The Navigator,13/00/1924,en,7.2,33,0,0,59,28 35,US,12190,1924,nowomen,FAIL,8841 8635,10517 10518 10519
120673,tt0015498,Wild Oranges,20/00/1924,en,6.0,2,0,0,76,18,,,1924,nowomen,FAIL,29962,1298631
40574,tt0014945,Girl Shy,20/00/1924,en,6.8,13,0,0,80,28 35 10749,US,4111,1924,nowomen,FAIL,143385 143561,88953
176283,tt0015116,Manhandled,21/00/1924,en,7.0,1,0,0,75,,,,1924,pass,PASS,93905,
42512,tt0015174,Die Nibelungen: Kriemhild's Revenge,25/00/1924,de,7.5,13,0,0,129,12 18 14,DE,6762 12372,1924,men,FAIL,68,157
44967,tt0015361,Strike,28/00/1925,ru,7.3,26,0,0,89,18,RU,9040 25606,1925,nowomen,FAIL,9603,9607 9603 213292 213293
964,tt0016220,The Phantom of the Opera,06/00/1925,en,7.1,68,0,0,101,18 27,US,33,1925,men,FAIL,14473,
962,tt0015864,The Gold Rush,25/00/1925,en,7.7,268,923000,2500000,95,12 35 18,US,1315,1925,nowomen,FAIL,13848,13848
33015,tt0015863,Go West,01/00/1925,en,6.9,15,0,0,69,35 37,US,12190,1925,nowomen,FAIL,8635,
32600,tt0016332,Seven Chances,11/00/1925,en,7.2,41,0,0,56,35 10749,US,12190,1925,nowomen,FAIL,8635,10517 10518 10519
643,tt0015648,Battleship Potemkin,24/00/1925,ru,7.5,178,0,45100,75,18 36,RU,383 5120,1925,nowomen,FAIL,9603,947665 9603
2981,tt0016039,The Lost World,22/00/1925,en,6.4,25,0,0,106,12 18 14 878,US,426,1925,men,FAIL,29250 29256,29251
3060,tt0015624,The Big Parade,05/00/1925,en,7.0,21,245000,22000000,151,18 10749 10752,US,8411,1925,men,FAIL,29962,29964
42359,tt0015841,The Freshman,20/00/1925,en,7.7,16,0,0,76,35,US,2159,1925,nowomen,FAIL,143385 143561,
19354,tt0015532,The Adventures of Prince Achmed,03/00/1926,de,7.7,33,0,0,65,18 16 12 14,DE,52458,1926,notalk,FAIL,,
38687,tt0016884,Flesh and the Devil,26/00/1926,en,7.9,11,373000,658000,112,18 10749,US,8411,1926,notalk,FAIL,84034,89045
42368,tt0016895,For Heaven's Sake,05/00/1926,en,5.8,5,0,0,58,10749 35 28,US,4111,1926,nowomen,FAIL,143561,143563 148431 10517 143558
183514,tt0017410,So's Your Old Man,25/00/1926,en,5.0,1,0,0,67,,,,1926,pass,PASS,74659,
961,tt0017925,The General,31/00/1926,en,7.9,210,750000,0,79,28 12 35 18,US,12190 13913,1926,nowomen,FAIL,10517 8635,10517 8635
95956,tt0017449,The Temptress,03/00/1926,en,6.5,4,0,0,117,10749 18,US,8411,1926,notalk,FAIL,108106,130705
939,tt0018037,The Jazz Singer,06/00/1927,en,6.2,25,0,0,89,18 10402,US,6194,1927,notalk,FAIL,14281,14282
631,tt0018455,Sunrise: A Song of Two Humans,23/00/1927,en,7.8,135,0,0,94,18 10749,US,5488,1927,men,FAIL,9076,2792
110655,tt0018199,Nevada,01/00/1927,en,0.0,0,0,0,0,37,US,33333,1927,nowomen,FAIL,1117050,126833 109608
73969,tt0018183,My Best Girl,31/00/1927,en,8.0,2,483103,1027757,80,18 35 10749,US,21540,1927,pass,PASS,143561,14649 71788
42536,tt0018192,Napoleon,14/00/1927,fr,7.8,23,0,0,332,18 36,FR,220 1237 9005 9006 27693 82280,1927,men,FAIL,29720,29720
82283,tt0018033,It,15/00/1927,en,6.5,6,0,0,72,18 35 10749,US,4 29729,1927,pass,PASS,148839 2891,705395 726140 2439
19,tt0017136,Metropolis,10/00/1927,de,8.0,607,92620000,650422,153,18 878,DE,4 12372,1927,notalk,FAIL,68,68 157
27503,tt0018528,The Unknown,04/00/1927,en,7.6,21,217000,0,63,18 27 10749,US,8411,1927,nowomen,FAIL,1496,29965
52782,tt0017825,Downhill,24/00/1927,en,6.3,11,0,0,110,18,GB,1221,1927,notalk,FAIL,2636,27915 17660
16661,tt0018051,The Kid Brother,17/00/1927,en,7.1,10,0,0,82,35 18,US,,1927,nowomen,FAIL,143558 143559,
28966,tt0018578,Wings,12/00/1927,en,7.1,52,2000000,0,141,28 18 10749 10752,US,33333,1927,men,FAIL,14643,102503 102503
3061,tt0018806,The Crowd,18/00/1928,en,7.2,19,0,0,104,18,US,8411,1928,notalk,FAIL,29962,29962 29982 29965
22595,tt0019412,Speedy,07/00/1928,en,7.6,16,0,0,86,35,US,4111,1928,nowomen,FAIL,143558,
25768,tt0019421,"Steamboat Bill, Jr.",14/00/1928,en,7.9,55,0,0,70,28 35 18 10749,US,12190,1928,nowomen,FAIL,94180 8635,
189935,tt0019290,The Power of the Press,30/00/1928,en,5.0,1,0,0,62,18,US,441,1928,notalk,FAIL,2662,1634365 70045
31411,tt0018742,The Cameraman,16/00/1928,en,8.0,47,0,0,67,35 10749,US,,1928,nowomen,FAIL,122969 8635,
85697,tt0018684,Beggars of Life,22/00/1928,en,7.0,2,0,0,100,12 18,US,4,1928,nowomen,FAIL,14643,
53209,tt0019258,The Patsy,22/00/1928,en,8.300000000000001,3,0,0,78,35 18 10749,US,1442 8411,1928,pass,PASS,29962,
190160,tt0019571,While the City Sleeps,15/00/1928,en,5.0,2,0,0,66,18 80,US,8411,1928,men,FAIL,82413,
27517,tt0019130,The Man Who Laughs,27/00/1928,en,7.3,30,0,0,110,18 27,US,33,1928,men,FAIL,48055,932645
885,tt0018839,The Docks of New York,16/00/1928,en,6.8,12,0,0,76,18 10749,US,4,1928,men,FAIL,2891,4297
28978,tt0018773,The Circus,06/00/1928,en,7.9,105,9000000,0,71,35 18,US,1315,1928,nowomen,FAIL,,
27777,tt0019304,The Racket,01/00/1928,en,5.5,4,0,0,84,80 18,US,4 13866,1928,nowomen,FAIL,2000,
110887,tt0018937,A Girl in Every Port,26/00/1928,en,6.5,2,0,0,62,18 35,US,5488,1928,nowomen,FAIL,11435,10807 67428 1097762
780,tt0019254,The Passion of Joan of Arc,21/00/1928,fr,8.1,139,0,0,82,18 36,FR,1237,1928,nowomen,FAIL,11572,11572 11622
543,tt0019702,Blackmail,30/00/1929,en,6.8,38,0,0,84,18 53 80,GB,51816,1929,men,FAIL,2636,2636 7379
626,tt0020530,Un chien andalou,06/00/1929,fr,7.5,217,0,0,16,18 14,FR,85822,1929,nowomen,FAIL,793,793 8988
26317,tt0019760,Man with a Movie Camera,08/00/1929,ru,8.0,96,0,0,68,18 99,UA,25065,1929,nowomen,FAIL,95111,95111
47695,tt0021015,Juno and the Paycock,29/00/1930,en,5.2,10,0,0,85,18,GB,51816,1930,pass,PASS,2636,2636 3681
53528,tt0020572,Welcome Danger,12/00/1929,en,5.0,1,0,0,115,35,,,1929,nowomen,FAIL,10517 143998,
905,tt0018737,Pandora's Box,30/00/1929,de,7.6,41,0,0,109,18 53 10749,DE,4903,1929,pass,PASS,13899,13901
35454,tt0020286,Throw of the Dice,04/00/1930,hi,6.0,2,0,0,74,18 10749,DE IN GB,12372 28184 70362 72066,1930,nowomen,FAIL,114319 30521,
20625,tt0019777,The Cocoanuts,03/00/1929,en,7.2,18,0,0,96,35,US,4,1929,men,FAIL,29808 130087,
143,tt0020629,All Quiet on the Western Front,21/00/1930,en,7.4,146,1250000,0,133,18 10752,US,33,1930,nowomen,FAIL,2000,2004 2003 67807
42641,tt0021156,Morocco,14/00/1930,en,6.5,23,0,0,92,18 10749,US,4,1930,notalk,FAIL,2891,4297
5729,tt0021577,L'Âge d'Or,28/00/1930,fr,6.7,47,0,0,63,10749 35 18,FR,1965,1930,nowomen,FAIL,793,
31930,tt0021165,Murder!,31/00/1930,en,6.2,18,0,0,104,9648 53,GB,51816,1930,pass,PASS,2636,
228,tt0020697,The Blue Angel,31/00/1930,de,7.5,48,0,0,108,18,DE,12372,1930,notalk,FAIL,2891,
26162,tt0020668,The Bat Whispers,01/00/1930,en,6.3,4,0,0,83,80 18 9648 53,US,13913 19598,1930,pass,PASS,94771,94771
42812,tt0020641,Anna Christie,21/00/1930,en,5.6,7,0,0,89,18 10749,US,8411,1930,pass,PASS,84034,34741
166645,tt0020670,Be Yourself!,07/00/1930,en,2.5,2,0,0,65,,,,1930,men,FAIL,129552,
85505,tt0021148,Min and Bill,29/00/1930,en,6.0,3,0,0,66,18 35,US,8411,1930,pass,PASS,29963,34741 1150484
122047,tt0021040,Ladies of Leisure,05/00/1930,en,5.1,5,0,0,99,18 10749,US,441,1930,pass,PASS,2662,1281437 144010
31514,tt0022599,À Nous la Liberté,18/00/1931,fr,7.4,15,0,0,104,35,FR,13707,1931,notalk,FAIL,33166,
977,tt0022458,Tabu,18/00/1931,en,7.4,34,0,0,84,12 18 10749,US,69037,1931,nowomen,FAIL,9076,9076
832,tt0022100,M,11/00/1931,de,7.9,410,0,0,117,18 28 53 80,DE,43854,1931,pass,PASS,68,68 157
3035,tt0021884,Frankenstein,21/00/1931,en,7.3,257,291000,12000000,71,18 27 878,US,33,1931,notalk,FAIL,2917,29805 29806 29807 29808 29809
35545,tt0023196,Mata Hari,26/00/1931,en,6.0,8,558000,2227000,89,18 28 53 10749,US,8411,1931,pass,PASS,114337,89045 98076
26614,tt0021739,La Chienne,20/00/1931,fr,7.1,17,0,0,91,18,FR,68167,1931,pass,PASS,,
27899,tt0021079,Little Caesar,09/00/1931,en,6.9,56,0,0,79,18 28 80,US,3245,1931,notalk,FAIL,9054,29806
36049,tt0023395,Rich and Strange,10/00/1931,en,5.5,16,0,0,83,35 18 53,GB,51816,1931,men,FAIL,2636,3681 96377
375282,tt0022251,Pardon Us,15/00/1931,en,7.4,9,0,0,56,35,,2159,1931,nowomen,FAIL,140815,
13911,tt0022158,Monkey Business,19/00/1931,en,7.1,30,0,0,77,35,US,,1931,notalk,FAIL,82389,144066 144068
156324,tt0021735,The Cheat,28/00/1931,en,5.5,5,0,0,68,18,US,4,1931,pass,PASS,2004,224400 558284
138,tt0021814,Dracula,12/00/1931,en,7.1,229,355000,1012189,72,27,US,33,1931,men,FAIL,1496,2156
238069,tt0020642,Anna Christie,22/00/1930,de,5.5,4,0,0,85,18,US,8411,1930,pass,PASS,109342,3245
9653,tt0022183,Mädchen in Uniform,27/00/1931,de,6.8,10,0,0,88,10749 18,DE,40690,1931,pass,PASS,58343 29110,58345 40986
51394,tt0022208,Night Nurse,15/00/1931,en,6.2,16,0,0,72,80 18 9648,US,6194 9329,1931,pass,PASS,14643,86404
53797,tt0022000,Indiscreet,16/00/1931,en,5.3,3,0,0,92,18 10749,US,13913 13914,1931,pass,PASS,30008,14972 148862 1228078
17687,tt0022286,The Public Enemy,23/00/1931,en,7.3,69,0,0,83,18 28 80,US,6194 9329,1931,pass,PASS,14643,33028 96819
52748,tt0022395,The Skin Game,26/00/1931,en,4.9,15,0,0,77,18,GB,51816,1931,pass,PASS,2636,2636 3681
99732,tt0022054,The Last Flight,29/00/1931,en,5.0,3,0,0,76,18,US,3245,1931,nowomen,FAIL,49214,102503
901,tt0021749,City Lights,30/00/1931,en,8.1,384,1500000,19181,87,35 18 10749,US,1315,1931,pass,PASS,13848,13848 1120772 147963
31409,tt0022074,The Smiling Lieutenant,01/00/1931,en,6.6,14,0,0,93,35 10402 10749,US,4,1931,men,FAIL,2428,144423 2432
72495,tt0022694,The Blue Light,24/00/1932,de,6.3,6,0,0,85,18 14 9648,DE,580,1932,notalk,FAIL,10139 224442,224442 2792
875,tt0023458,Shanghai Express,02/00/1932,en,6.4,33,0,0,80,10749 18,US,4,1932,pass,PASS,2891,4297
91181,tt0023582,Thirteen Women,16/00/1932,en,5.6,5,0,0,59,18 9648,US,6,1932,pass,PASS,101885,111580 94298 127777
15007,tt0023285,Number Seventeen,18/00/1932,en,5.4,18,0,0,63,80 9648 53,GB,51816,1932,nowomen,FAIL,2636,3681 2636 236446
118731,tt0022614,The Age of Consent,19/00/1932,en,0.0,0,0,0,63,10749,US,6,1932,men,FAIL,74659,1012037 117047
81107,tt0023213,Merrily We Go to Hell,10/00/1932,en,6.2,6,0,0,78,35 18 10749,US,4,1932,pass,PASS,108983,2489 787434
31532,tt0023158,Love Me Tonight,13/00/1932,en,5.4,15,0,0,104,35 10402 10749,US,4,1932,men,FAIL,29595,29596
157888,tt0022940,The Girl from Calgary,23/00/1932,en,0.0,0,0,0,64,35 10402,US,15247,1932,men,FAIL,115458,1347786
33680,tt0022958,Grand Hotel,11/00/1932,en,6.5,61,700000,2594000,112,18 10749,US,8411,1932,pass,PASS,34740,27899 81932
31592,tt0023293,The Old Dark House,20/00/1932,en,6.7,40,0,0,72,18 27,US,33,1932,pass,PASS,2917,7379
779,tt0023649,Vampyr,06/00/1932,de,7.3,85,0,0,73,18 27,DE FR,7448,1932,pass,PASS,11572,11574
42914,tt0023590,Three on a Match,29/00/1932,en,6.1,17,0,0,63,80 18,US,3245,1932,pass,PASS,,
877,tt0023427,Scarface,09/00/1932,en,7.4,77,0,600000,90,28 12 80 18 53,US,60 13866,1932,notalk,FAIL,11435 226631,4341
77966,tt0023385,Red-Headed Woman,25/00/1932,en,6.2,13,0,0,79,35 10749,US,21,1932,pass,PASS,82413,11436
13912,tt0023027,Horse Feathers,19/00/1932,en,6.6,36,0,0,68,35 10749,US,4,1932,notalk,FAIL,82389,30009 12924 144066 144068 30010
